Date,Salinity (ppt),DissolvedOxygen (mg/L),pH,SecchiDepth (m),WaterDepth (m),WaterTemp (C),AirTemp (C)
5/11/1989,,,7.5,0.3,0.9,17,-17.77777778
5/18/1989,,12,7.5,0.2,0.6,17.5,20.5
5/25/1989,,,8,0.4,0.8,23,25
6/1/1989,,12,8,0.4,0.9,25.5,29
7/11/1989,,,8.5,0.3,0.9,28.5,28
7/20/1989,,1.6,9,0.3,0.9,30,32.5
7/27/1989,,6.2,9,0.3,0.8,27,27
8/3/1989,,5.8,9.5,0.2,0.7,25,28
8/10/1989,,3.2,9,0.2,0.3,21.5,22.5
8/17/1989,,7.3,9,0.2,0.8,28,29
8/31/1989,,7.1,9,0.2,0.8,28,28
9/14/1989,,6,7.5,0.3,0.9,26,26
10/25/1989,,7.8,8.5,0.2,0.5,15,19
10/31/1989,,,7.5,0.2,0.7,21.5,22
11/20/1989,,,8,0.2,1,8.5,14
11/27/1989,,10.3,7.5,0.2,0.6,9,4
12/11/1989,,10.2,7,0.2,0.4,3,3
1/3/1990,,11.9,7.5,0.2,0.6,3,5
1/8/1990,,10.8,7.5,0.2,0.4,7,7.5
1/22/1990,1,9.7,7.5,0.15,0.65,10,12
1/30/1990,,10.8,7.5,0.2,0.7,9,13
2/7/1990,3.4,10.8,7.5,0.2,0.6,10,10
2/12/1990,3.2,10.6,7,0.2,0.7,10,9
2/20/1990,4.2,11.6,7.5,0.15,0.39,5,5
2/27/1990,2.8,13.8,7,0.5,1.5,2.5,1
3/5/1990,2.9,11.6,7,0.2,0.4,7,8.5
3/12/1990,2.9,9,7,0.15,0.69,17,21
3/19/1990,2.8,7.8,7,0.22,0.92,15,14
3/26/1990,3,10.8,7,0.25,0.4,9.5,9
4/2/1990,1.8,9.6,8,0.15,0.7,5,15
4/9/1990,4.1,10.8,7,0.25,0.78,11,12
4/16/1990,2.5,9.7,7,0.25,0.72,15,14
4/23/1990,2.8,10.7,7,0.25,0.59,15,15
4/30/1990,3.2,10,7,0.88,1.3,18,16
5/7/1990,4.5,8.9,7,0.25,0.75,17,18
5/14/1990,3.7,8.4,7,0.32,1,20,19
5/21/1990,2.9,,7,0.25,0.99,22,24.5
5/29/1990,2.1,8.9,7,0.375,0.95,19,20
6/4/1990,3.5,6.9,7,0.4,1.22,24,25
6/11/1990,3.2,7.9,7,0.35,0.75,24,22
6/16/1990,3.2,7.7,7,0.32,0.62,23.5,20
6/24/1990,3.8,7.9,7,0.35,0.91,26,26
7/2/1990,3.7,7.8,7,0.35,0.78,24,23.5
7/9/1990,4.2,7.5,7.5,0.3,0.82,26,26.5
7/16/1990,3.9,7.5,7,0.375,1.25,26.5,-17.77777778
7/26/1990,4.2,6.9,7.75,0.375,0.48,27,26
8/6/1990,4.2,7.7,8,0.4,0.98,26,26
8/13/1990,4.2,7.8,8,0.35,0.82,27,27
8/27/1990,4.2,8.9,8,0.35,0.94,27,28.5
9/4/1990,2.9,8.1,8,0.25,0.68,23,24
9/17/1990,2.4,8.8,8,0.25,0.78,21,18
10/15/1990,3.5,8.2,8,0.3,0.93,23,22
10/29/1990,0.7,12.5,8,0.1,0.38,9,10
12/17/1990,0.5,11.05,7.5,0.25,0.6,8,8
1/3/1991,0.5,11.9,7.5,0.25,0.78,9,11
1/7/1991,0.7,11.8,8,0.2,0.39,9,8
1/14/1991,0.4,12.2,8,0.2,0.65,4.5,4
1/24/1991,0.5,13.2,7.5,0.2,0.65,4.5,4.5
2/4/1991,0.9,,7.5,0.25,0.7,9,10.5
2/11/1991,0.7,11.1,7.5,0.3,0.41,7.5,8
2/21/1991,1.2,10.8,7.5,0.2,0.72,12,10.5
2/25/1991,0.7,11.8,7.5,0.2,0.28,8,8
3/4/1991,1.2,10,7.5,0.2,1.6,15,16
3/11/1991,0.4,12.9,7.5,0.15,0.35,6,4
3/18/1991,,9.95,7.7,0.25,0.69,11,14
3/25/1991,0,9.8,8,0.275,0.94,14,13
4/4/1991,1.2,10.7,8,0.32,0.78,13,14
4/8/1991,2.1,8.7,8,0.32,0.83,19,21
4/15/1991,1.2,8.9,7.5,0.32,0.52,14,15.5
4/22/1991,0.9,9.75,7.5,0.2,0.55,12.5,13
4/29/1991,2.4,8.3,7.5,0.35,0.8,20.5,18
5/6/1991,2.6,8,7.5,0.35,0.95,21,23.5
5/20/1991,1.3,9.5,7.5,0.3,0.5,15.5,15
6/10/1991,3,6.9,7.5,0.3,0.7,23,26
6/17/1991,3.8,6.8,7.5,0.325,1.09,26,27
6/26/1991,2.8,8.1,7.5,0.25,0.7,21,21.5
7/9/1991,1.8,7.8,7.5,0.35,0.95,28,29.5
7/15/1991,0,8,7.5,0.99,0.375,27.5,28
7/25/1991,,7.8,7,0.4,0.925,29,29
8/2/1991,0.7,8,7.5,0.35,1.025,24.5,26.5
8/9/1991,,8.4,8,0.35,1.025,27,29
8/16/1991,,8.8,8,0.38,1.01,25,26
8/23/1991,,7.8,8,0.375,0.88,26,28
8/30/1991,,7.8,8,,,26,27.5
9/6/1991,,7.7,8,0.375,0.9,25,24.5
9/13/1991,,8.2,8,0.2,0.37,22.5,25
9/23/1991,1.8,8.5,8,0.31,0.52,20,21
10/4/1991,3.5,7.7,7.5,0.28,0.7,21,22
10/17/1991,9,9.7,7.5,0.2,0.65,13,11
10/31/1991,2.5,9.2,7.5,,1.5,13,15
11/7/1991,4.7,10.2,7.7,0.25,0.75,13,13.5
11/14/1991,6.2,11.3,7,0.15,0.8,12,13.5
11/21/1991,2.6,9.1,7,0.15,0.85,17,19.5
11/29/1991,3.3,10.8,7.5,0.25,0.6,12,15
12/9/1991,2,10.4,7.5,0.15,0.25,10,15
12/20/1991,1.4,15.1,8,0.2,0.3,2,2
12/27/1991,2.9,11.6,7.5,0.35,0.49,7,7
1/3/1992,2,11.8,7.5,0.28,0.45,10,12
1/9/1992,2.2,11.3,7.5,0.3,0.99,7.5,9.5
1/20/1992,1.4,12.6,7,0.2,0.58,2,0.5
1/30/1992,1.6,11.6,7,0.25,0.48,6,6.5
2/10/1992,2.4,14.2,7,0.25,0.3,3,4
2/17/1992,2,11.1,7,0.15,0.68,10,7
2/23/1992,2.4,10,7.5,0.15,0.68,12.5,12.5
3/2/1992,2.9,11.3,8,0.2,0.8,13,15.5
3/9/1992,3.5,10,7.5,0.25,0.75,16,18
3/16/1992,2.8,,7,0.15,0.48,3,-1.111111111
3/23/1992,2.9,11.6,7.5,0.05,0.35,3,7
4/6/1992,3,11,7.5,0.25,0.42,9,10
4/13/1992,3.8,10.6,7.5,0.1,0.5,13,7.5
4/20/1992,4.7,9.4,7,0.2,0.78,17,13
4/27/1992,3.7,9.6,7,0.35,0.65,14,13.05
5/5/1992,3.8,8.9,7.5,0.2,0.6,15.5,10
5/11/1992,4.2,9.2,7.5,0.3,0.7,17.5,17
5/18/1992,3.9,9,7.5,0.3,0.65,,24
6/1/1992,5,9.4,7,0.4,0.9,20,20.5
6/8/1992,4.3,7.9,7,0.4,1.05,27.5,29
6/15/1992,5.1,7.8,8,0.4,0.8,25,29
6/22/1992,4.7,9,7.5,0.45,0.68,19,18
6/29/1992,4.5,0.8,7.5,0.4,0.8,26,26
7/6/1992,4.3,7.5,7.5,0.45,1,25,24
7/13/1992,5.1,7.3,7.5,0.35,0.95,28.5,31
7/27/1992,5.1,7.6,8,0.35,0.95,28,30.5
8/3/1992,4.5,8,8,0.3,0.85,26,26
8/7/1992,4.7,8,8,0.33,0.6,23,25
8/14/1992,4.7,7.1,7.5,0.4,0.95,24.5,22
8/23/1992,3.9,8.5,8,0.4,0.8,24.5,26
8/31/1992,4.3,7.7,7.5,0.3,1,23,25
9/14/1992,4.8,9.2,8,0.38,0.38,19.5,22
9/20/1992,4.3,7.6,7.5,0.35,0.8,23.5,24
9/27/1992,5.4,9.8,8,0.25,0.45,24,26.5
10/5/1992,3.9,9.2,7.5,0.1,0.15,16,17
10/19/1992,4.1,9.8,7.5,0.1,1,12,10
10/26/1992,4.2,10.6,7,0.3,0.63,12.5,13
11/2/1992,3.4,10.6,7.5,0.35,0.65,16.5,17.5
11/9/1992,1.7,11.3,7.5,,0.4,9,10
11/16/1992,3.9,11,7.5,0.4,0.55,7.5,5.5
11/23/1992,3.9,9,7.85,0.25,0.85,18.5,21.5
11/30/1992,3.7,10.9,7.5,0.55,0.7,9,8
12/17/1992,4.1,10.8,7,0.15,0.5,12,15.5
12/20/1992,3.8,10.1,7,0.25,0.85,10.5,10.5
12/27/1992,4.7,13.2,7,0.25,0.45,5.5,5.5
1/4/1993,3.7,11,7,0.35,0.5,8,16
1/11/1993,3.5,11.9,7,0.25,0.25,9,7
1/24/1993,3.3,10.5,7,0.3,0.95,10.5,14.5
2/1/1993,2.9,12,7,0.2,0.85,6,9.5
2/8/1993,3.4,12.6,7,0.1,0.3,5,5.5
2/16/1993,3.5,12.4,7,0.3,0.75,8,12
2/22/1993,2.9,12.7,7,0.1,0.85,8,15
3/8/1993,3.9,10.7,7,0.1,1.15,10,13.5
3/15/1993,3.4,12.8,7,0.5,1.7,2.5,1.5
3/22/1993,3.3,11.2,7,0.15,0.4,10,11
3/29/1993,3,10,7,0.5,0.7,14.5,12.5
4/1/1993,2.9,9.5,,0.55,3.1,17.5,20.5
4/5/1993,2.5,10,7,0.35,0.8,10,7
4/12/1993,2.5,9.7,7,0.3,1,15.5,16
4/19/1993,3,10,7,0.3,1.15,14.5,12
4/26/1993,3.4,8.7,7,0.3,1.2,19,21
5/10/1993,3.2,8,7,0.4,0.85,21,21
5/17/1993,3.9,8,7,0.5,1,24,25
5/24/1993,2.9,9,7,0.3,0.85,20,22
6/7/1993,3.7,,7,0.45,0.75,23,22.5
6/14/1993,3.9,8.1,7,0.45,0.45,21.5,20.5
6/21/1993,3.8,7.2,7,0.55,1,26.5,27
6/28/1993,3.9,7.1,7,0.55,0.8,26.5,30
7/5/1993,,7.4,7.5,0.55,0.8,30,31.5
7/19/1993,4.2,7.3,7.5,0.45,0.75,27,27.5
7/26/1993,,7.5,7.5,0.5,0.7,28,29.5
8/2/1993,3.9,8,8,0.4,0.8,26.5,30
8/9/1993,3.5,9.1,8,0.3,0.55,25.5,26.5
9/6/1993,,7.2,,0.35,0.85,25.5,27.5
9/13/1993,,7.8,7,0.2,0.75,24,28
9/20/1993,,8.5,8,0.2,0.6,21.5,23.5
9/27/1993,1.8,7.2,7.9,0.4,0.95,24.5,24.5
10/4/1993,,9.3,8.3,0.35,0.65,19,20
10/12/1993,1.5,8.8,7.8,0.3,0.5,16.5,15
10/18/1993,1.5,8.8,7.7,0.35,0.75,18,18.3
10/25/1993,1.8,10.6,8.4,0.4,0.6,15.6,18.9
11/8/1993,1.5,8.2,7.5,0.35,0.55,9.8,11.3
11/15/1993,1.4,9.6,7.9,0.4,0.8,17.3,22.5
11/29/1993,1.5,9.4,7.1,0.2,0.55,12.1,10.5
12/6/1993,1.5,9.8,7.4,0.25,0.75,10.5,9.3
12/13/1993,1.5,13,7.6,0.25,0.45,1.3,5.5
12/28/1993,1.5,12.1,7.1,0.3,0.7,3.8,4.3
1/3/1994,1.3,11.7,7.3,0.4,0.4,5.9,8
1/31/1994,1.5,12,7.4,0.2,0.35,3,2.6
2/7/1994,1,10.5,7.2,0.25,0.6,5.9,7.6
2/23/1994,1,10.1,7.4,0.35,0.5,10,2.7
2/28/1994,1,12.6,7.2,0.2,0.4,1.6,0
3/7/1994,1,9.9,7.1,0.2,0.9,9.7,15.2
3/14/1994,0.5,10.4,7.2,0.25,0.75,9.8,10.1
3/28/1994,1,9.2,7.1,0.15,0.95,16.1,22.1
4/4/1994,1,9.2,7.2,0.25,0.75,15,13.5
4/11/1994,1,8.6,7.3,0.2,0.75,15.7,13
4/18/1994,1,8.8,7.6,0.2,0.7,17.5,16.6
4/25/1994,1,10,7.9,0.2,0.5,19.3,22.1
5/2/1994,1.3,9.8,7.5,0.2,0.65,16.1,13
5/9/1994,1,10.1,7.9,0.25,0.75,18.8,19.5
5/16/1994,1,8.2,7.8,0.25,0.8,22.1,22.3
5/23/1994,1,10.8,9.1,0.05,0.05,21.7,24.3
5/30/1994,1,8.7,8.5,0.35,0.8,22.3,22.7
6/6/1994,1,9.4,8.6,0.35,0.8,23.8,25.7
6/13/1994,1.2,10.4,9,0.35,0.8,27.9,26.9
6/20/1994,1.5,9.8,9,0.35,0.7,29.5,30.5
6/25/1994,2,11,9.4,0.5,0.9,30.5,28.5
6/27/1994,1.5,7.3,8.1,0.25,1.2,25.5,27.9
7/3/1994,2,10.7,9,0.4,0.9,28.5,28
8/1/1994,2,10.7,9.2,0.45,0.75,29,25.5
8/8/1994,2,10.2,9.2,0.4,0.55,22,21.5
8/15/1994,2.3,6.9,8.8,0.45,0.9,24.5,20
8/22/1994,2,9.1,9.1,0.45,0.9,27,24.5
8/29/1994,2.3,9.8,9.3,0.45,0.75,27,27
9/5/1994,2.5,8.6,8.5,0.2,1.2,17,17
9/12/1994,2.5,7.9,8.4,0.35,0.6,21,19
9/19/1994,2.5,8.2,8.1,0.45,0.6,20.5,21.5
9/26/1994,2.25,6.9,8.1,0.45,0.8,23,23
10/10/1994,2.5,8.4,8.1,0.45,0.5,17,17
10/24/1994,2.5,7.4,7.6,0.35,0.85,18,19
11/7/1994,2.5,9,7.3,0.2,0.5,15,15
11/28/1994,2.8,9.4,7.7,0.25,0.65,13,17.5
12/12/1994,2.5,11.4,6.9,0.35,0.4,5,5
12/29/1994,3,10.4,6.9,0.15,0.4,8,9.5
1/16/1995,3,8.5,7.4,0.25,0.85,13.5,16.5
1/23/1995,3,10.75,7.1,0.2,0.7,4.5,8
2/13/1995,3,12.5,6.8,0.2,0.25,2,-1.5
3/6/1995,2.4,9.3,7.1,0.2,0.2,9.5,8
3/13/1995,2.4,9.9,6.9,0.28,0.65,11.5,15.5
3/20/1995,2.8,8.9,7.1,0.35,0.45,12.5,12.5
3/27/1995,2.4,9,7.1,0.25,0.45,11,12
4/3/1995,2.4,9.3,7.1,0.4,0.55,11.5,12.5
4/10/1995,3.2,8.5,7.1,0.25,0.7,15,9
4/18/1995,3,9,7.1,0.25,0.5,16,14.5
4/24/1995,3,9.7,7.4,0.25,0.55,12.5,10
5/1/1995,3.2,8.9,7.2,0.3,0.6,15,11.5
5/15/1995,3.3,6.8,6.8,0.3,0.55,21.5,23.5
5/22/1995,3.3,6.8,6.8,0.3,0.55,21.5,23.5
5/29/1995,3.5,8.5,7.5,0.4,0.4,22,27
6/5/1995,4,7.8,7.6,0.3,0.3,25,23
6/12/1995,3.5,7.7,7.9,0.4,0.9,26.5,25.5
6/19/1995,3.2,7.7,8,0.4,0.55,25,24
6/26/1995,4,8.8,8.3,0.5,0.8,28.5,28
7/3/1995,4,8,,0.45,0.8,26,27
7/10/1995,4,7,7.9,0.35,0.7,26,26.5
7/17/1995,4,7,8,0.45,1,30,29
7/24/1995,4.5,7.2,8.4,0.55,0.9,32,33.5
7/31/1995,4.5,7.6,8.1,0.5,0.8,29.5,29
8/7/1995,4.5,8.7,8.2,0.5,0.6,24,22
8/22/1995,5.5,7.4,8.8,0.3,0.5,25,27.5
8/29/1995,4.5,9.9,8.7,0.35,0.65,25.5,26
9/5/1995,4.8,10.5,9,0.3,0.75,26,27
9/12/1995,4.5,10.4,9.2,0.3,0.7,24.5,27
9/28/1995,4.8,9.5,8.7,0.3,0.7,21,24
10/5/1995,4.4,9.9,7.2,0.3,0.45,15.5,17.2
10/6/1995,5,8.9,8.5,0.45,1.15,24.5,27.5
10/11/1995,2.4,8.69,7.2,0.3,0.75,17.5,14.8
10/20/1995,2.2,9.71,7.6,0.35,0.73,15,13.6
10/23/1995,4.5,11.6,9,0.4,0.8,18.5,20.5
10/26/1995,2.8,8.15,6.7,0.38,0.75,19,19.6
10/30/1995,4.5,9.9,8.5,0.45,0.75,14,15.5
11/6/1995,4,11.8,8.5,0.55,0.55,9.5,11
11/13/1995,4.5,11.3,8.1,0.55,0.7,9.5,14
11/20/1995,4,11.8,8.4,0.55,0.55,8,10.5
11/27/1995,4,9.5,8.1,0.75,0.75,10,9
12/11/1995,,,,,,,-2
1/22/1996,4,11.7,7.4,0.4,0.55,4,4
1/29/1996,3.5,11.2,7.2,0.35,0.65,4,6
2/12/1996,3.5,10.8,7.1,0.35,0.6,5,7
2/26/1996,3,8.7,7.1,0.2,0.75,10.5,16
3/4/1996,3,11.5,7.4,0.3,0.45,3.5,3.5
3/11/1996,,,,0.05,0.05,,3.5
3/18/1996,3,10.1,7,0.4,0.45,7.5,7
3/25/1996,3,10,7.2,0.35,0.7,10,16.5
4/8/1996,3,10.7,7.3,0.35,0.55,8,6
4/22/1996,3,9.2,8.2,0.4,0.95,21,22
4/29/1996,3,8.9,8,0.45,0.85,18,21
5/13/1996,3,9.2,8.1,0.3,0.7,17,14
5/20/1996,3,9,8.8,0.4,0.75,28,30
5/27/1996,3,9.6,8.6,0.25,0.6,19,17.5
6/3/1996,3,8.7,8.5,0.35,0.5,17,15.5
6/10/1996,3,8,8.1,0.45,1.02,24,19.5
6/17/1996,3,8.8,8.4,0.45,0.75,27,25
6/24/1996,3,8,8.6,0.55,0.8,26.5,25
8/2/1996,2.5,6.4,7.3,0.4,0.8,26,-17.77777778
8/11/1996,3.1,,7.6,0.3,0.4,28.5,-17.77777778
8/18/1996,3,4.65,7.3,0.3,0.68,27.5,-17.77777778
9/1/1996,2.8,2,7.4,0.28,0.4,25,-17.77777778
9/15/1996,3,2,,0.3,0.8,23.5,-17.77777778
9/22/1996,3.1,2,7.4,0.4,0.9,22,-17.77777778
9/28/1996,3.2,1.7,7.5,0.43,0.88,23,-17.77777778
10/5/1996,4.4,9.9,7.2,0.3,0.45,15.5,17.2
10/11/1996,2.4,8.69,7.2,0.3,0.75,17.5,14.8
10/20/1996,2.2,9.71,7.6,0.35,0.73,15,13.6
10/26/1996,2.8,8.15,6.7,0.38,0.75,19,19.6
11/3/1996,2,6.5,6.8,0.48,0.58,10.1,9.3
11/12/1996,1.9,11.43,7.1,0.45,0.55,6.2,5.23
11/17/1996,1.8,11.8,6.8,0.28,0.3,9.1,10.8
12/1/1996,1.9,10.9,6.9,0.4,0.6,11,17.5
12/8/1996,1.6,11.2,6.9,0.4,0.65,9.1,10.6
12/21/1996,1.8,12.25,6.9,0.31,0.61,5.21,3.5
1/5/1997,2,9.2,6.7,0.2,0.7,13.5,17.4
1/19/1997,1.3,13.3,7,0.3,0.3,0,-17.77777778
2/1/1997,1.5,10.9,6.6,2.5,3.5,10.1,16.7
2/15/1997,1.3,10.55,6.6,0.3,0.6,8.2,5
3/3/1997,1.8,9.45,6.9,0.3,0.54,14.1,8.9
3/15/1997,1.2,10.2,6.5,0.2,0.52,13.2,8.7
4/13/1997,1.2,9.8,6.9,0.28,0.74,17.1,20.1
4/19/1997,1.3,10.8,6.7,0.2,0.49,11,15.3
4/26/1997,1.1,10.1,6.8,0.25,0.55,15.5,15.2
5/4/1997,1.1,9.73,6.5,0.3,0.88,18,16.4
5/12/1997,1.5,9.5,7.3,0.3,0.67,21,-17.77777778
5/16/1997,1.3,10.2,6.6,0.35,0.7,20.5,20.2
5/24/1997,1.6,9.9,7.5,0.38,0.5,23,22.3
5/30/1997,1.6,9.5,8,,0.2,23,-17.77777778
6/8/1997,1,10.5,6.3,0.1,0.15,18,16.5
6/21/1997,1.5,7.5,6.5,0.4,0.7,26.5,28.9
6/27/1997,1.5,8.5,8,0.5,0.62,29,25.77777778
7/6/1997,1.5,7.6,6.8,0.48,0.68,27,24.7
7/12/1997,1.5,8.55,6.4,0.4,0.4,27,26.7
7/20/1997,1.6,8.7,7.4,0.39,0.58,27.5,28.6
7/27/1997,1.5,9.7,7.8,0.38,0.69,27,30.4
7/29/1997,1.5,8.1,8,0.4,0.65,28,27.77777778
8/9/1997,1.7,9.8,8.6,0.38,0.5,27.5,25.9
8/15/1997,1.7,7.7,8.2,0.45,0.63,8.4,28.11111111
8/22/1997,1.7,9,8.2,0.38,0.67,25.5,25.38888889
8/30/1997,1.8,9.6,8.1,0.32,0.45,26,26.1
9/14/1997,1.9,9.6,7.9,0.21,0.61,24,25.9
10/5/1997,1.9,10.25,8.2,0.28,0.65,21.6,23.4
10/26/1997,,9.6,7.5,0.35,0.61,,17
11/9/1997,1.8,10.6,6.5,0.35,0.65,12,10.9
12/6/1997,1.5,14.3,6.9,0.3,0.45,6,4.5
1/4/1998,1.5,12.3,6.4,0.25,0.5,8.9,14
1/25/1998,1.2,12.5,6.5,0.3,0.6,8.1,7.7
2/22/1998,1.1,10.7,6.3,0.25,0.75,10.5,-17.77777778
3/22/1998,1,11.1,6.4,0.25,0.71,11,9.3
4/19/1998,1,10.8,6.9,0.3,0.78,17,-17.77777778
5/2/1998,1,10.9,8.2,0.35,0.78,21.5,22.5
5/17/1998,1.1,9.3,6.8,0.25,0.48,23.5,27.1
6/7/1998,1.1,10,7.2,0.4,0.5,22.9,-17.77777778
6/14/1998,0.9,9.7,6.8,0.4,0.65,26,26.6
7/5/1998,1,8.4,6.9,0.32,0.65,26,27.8
7/25/1998,0.9,8.6,7.3,0.4,0.65,29,27.4
8/23/1998,1,11,8.8,0.3,0.62,28,29.5
9/12/1998,0.9,10.8,8.5,0.28,0.66,25,30.61111111
11/2/1998,1.1,10,6.9,0.3,0.35,14,14.6
11/21/1998,1,10.9,7.3,0.3,0.48,15,14.2
1/9/1999,1.2,11.2,7.2,0.28,0.5,9,14.9
1/23/1999,1.1,11.2,6.7,0.28,0.6,15,-17.77777778
8/5/1999,1.8,1.8,9.5,0.35,0.35,27,-17.77777778
8/11/1999,3,7,9.2,0.4,0.65,28,30.3
8/11/1999,0.2,2.5,8.6,0.63,1.25,27,29.7
8/11/1999,3,1.9,8.5,0.5,0.5,27,29
8/11/1999,2.5,3.1,8.1,0.25,0.25,27,27.2
8/11/1999,3,2.6,7.7,0.6,0.6,26,27.2
8/18/1999,3,2.2,8.9,,,30,31
8/18/1999,3,3,9.1,,,29,31
8/18/1999,3,1.6,8.7,,,31,33
8/18/1999,0.1,1.9,8.8,,,27,28
8/18/1999,3,2.8,8,,,28,31
9/8/1999,0.9,3.6,8.2,0.3,0.3,32,-17.77777778
9/8/1999,1.8,1.35,8.2,0.4,1,28,24.77777778
9/8/1999,1,2.4,8,5.8,5.8,34,-17.77777778
9/8/1999,0,1.5,7.4,1.75,1.85,34.5,-17.77777778
9/8/1999,2.2,1.9,8.5,0.9,0.95,28,24.77777778
9/22/1999,0,1.9,7.6,0.5,1.65,18,-17.77777778
9/22/1999,1,3.7,7.8,0.8,0.8,18,15.55555556
10/15/1999,0.1,5.65,7.3,0.6,0.8,20,-17.77777778
10/15/1999,0,3.25,7.3,0.55,1.55,17,-17.77777778
10/15/1999,2,4.8,5.7,0.42,0.5,16,18.33333333
10/15/1999,0.1,5.5,6.6,0.55,0.55,19,-17.77777778
10/15/1999,1,4.7,7,0.3,0.3,17,-17.77777778
10/27/1999,0,3.7,7.7,0.55,0.55,43,22.22222222
10/27/1999,0.3,4.3,8.6,0.5,0.5,24.5,-17.77777778
10/27/1999,0.4,3.4,7.4,0.95,1.35,42.5,22.22222222
10/27/1999,,,7.7,0.25,0.25,,22.22222222
11/10/1999,0,6.7,7.6,0.65,0.95,18,-17.77777778
11/10/1999,0.2,10,7.8,0.6,0.6,17,-17.77777778
11/10/1999,0,6.5,8,1.05,1.5,15,15.55555556
11/10/1999,1,6.3,7.4,0.4,0.4,16,-17.77777778
11/10/1999,1,7.5,8.1,5.5,5.5,14,15.55555556
11/30/1999,0,6.45,8.8,1.15,1.35,,2.888888889
12/16/1999,0,7.8,8.9,0.8,1.4,11,9.444444444
12/16/1999,,4.3,7.9,0.7,0.7,,10
12/16/1999,,4.7,8.2,0.6,0.8,,11.11111111
12/16/1999,,3.25,7.9,0.21,0.21,,10.55555556
12/16/1999,1,8.7,9.1,0.5,0.85,11,8.888888889
12/30/1999,0.1,6.1,7,0.25,0.45,5,5
12/30/1999,1,7.8,6.9,0.65,0.85,8,6
12/30/1999,0,8.25,8,1.1,1.4,5,5
12/30/1999,0.1,7.3,6.9,0.7,0.7,5,5
12/30/1999,0.2,6.1,6.9,0.25,0.25,7,5
2/2/2000,1,5.9,6.9,0.65,0.81,4,7.222222222
2/2/2000,0,7.1,7.2,1.4,1.4,4,7.222222222
2/2/2000,1.5,6.1,7.2,0.05,0.4,3,6.111111111
2/2/2000,1,6.4,7.1,0.35,0.35,5,7.777777778
2/17/2000,1,,7.5,0.15,0.35,10,6.111111111
2/17/2000,0.08,,8,0.95,1.05,9,6.111111111
2/17/2000,1,,7.6,0.85,0.85,9.9,6.111111111
2/17/2000,1.2,,7.8,0.4,0.4,10,6.111111111
2/17/2000,0,,8.5,1.45,1.45,9.5,6.111111111
2/29/2000,1.2,9,7,0.25,0.35,,-8.333333333
2/29/2000,1.2,,7.8,0.37,0.37,14,14.44444444
2/29/2000,0.9,,7.9,0.85,0.85,16,15.55555556
2/29/2000,0,6.9,7,0.9,0.95,14,16.66666667
